names	ratings	season	year
Slayers	4.1	spring	1995
Tenchi Universe	4	spring	1995
H2	3.7	spring	1995
Jurassic Tripper	3.6	spring	1995
Street Fighter II V	3.4	spring	1995
Ping Pong Club	3.3	spring	1995
Sekai Meisaku Douwa Series: Wow! Maerchen Oukoku	2.9	spring	1995
Wild Knights Gulkeeva	2.8	spring	1995
Wedding Peach	2.6	spring	1995
Knyacki!	2.4	spring	1995
Gokinjo Monogatari	3.8	summer	1995
Nurse Angel Ririka SOS	3.1	summer	1995
Neon Genesis Evangelion	4.2	fall	1995
Saint Tail	3.8	fall	1995
Mojakou	3.7	fall	1995
El-Hazard: The Wanderers	3.5	fall	1995
Sorcerer Hunters	3.3	fall	1995
Virtua Fighter	3.1	fall	1995
Touma Kijin Den ONI	2.4	fall	1995
Romeo no Aoi Sora	4.3	winter	1995
Chibi Maruko-chan (1995)	3.4	winter	1995
Kuso Kagaku Sekai Gulliver Boy	3.3	winter	1995
Zenki	3.3	winter	1995
The Brave of Gold Goldran	3	winter	1995
Ninku	2.8	winter	1995
The Vision of Escaflowne	4	spring	1996
Cinderella Monogatari	3.6	spring	1996
Hell Teacher Nube	3.4	spring	1996
The Legend of Zorro	3.4	spring	1996
Lalala Lala-chan: Patapata Daisensou	2.3	summer	1996
Lalala Lala-chan	2.1	summer	1996
Pokemon Mystery Dungeon: Ginji's Rescue Team	3.5	summer	1996
Baron: The Cat Returns	3.9	summer	1996
Gon	3.7	summer	1996
Chouja Raideen	2.6	fall	1996
Rurouni Kenshin	4.4	winter	1996
Detective Conan	4.1	winter	1996
Bakusou Kyoudai Let's & Go!!	3.2	winter	1996
Dragon Ball GT	3.1	winter	1996
The Brave Command Dagwon	2.9	winter	1996
GeGeGe no Kitarou (1996)	2.9	winter	1996
Midori no Makibaoh	2.6	winter	1996
Slayers Try	4.2	spring	1997
Revolutionary Girl Utena	4	spring	1997
Kindaichi Shounen no Jikenbo	4	spring	1997
Cooking Master Boy	3.7	spring	1997
Pokemon	3.5	spring	1997
Hareluya II Boy	3.5	spring	1997
Hyper Police	3.4	spring	1997
Tenchi in Tokyo	3.4	spring	1997
Grander Musashi	3.3	spring	1997
Hakugei: Legend of the Moby Dick	3.2	spring	1997
CLAMP School Detectives	3.2	spring	1997
Haunted Junction	3	spring	1997
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning	3	spring	1997
Maze	3	spring	1997
Kero Kero Chime	2.9	spring	1997
Bamboo Bears	2.2	spring	1997
Chou Tokkyuu Hikarian	2.1	spring	1997
Yume no Crayon Oukoku	3.6	summer	1997
Flame of Recca	3.5	summer	1997
Tokyo Pig	2.9	summer	1997
Don't Leave Me Alone Daisy	2.1	summer	1997
Anime TV de Hakken! Tamagotchi	1.8	summer	1997
Azumi Mamma Mia	1.7	summer	1997
Berserk	4.3	fall	1997
Those Who Hunt Elves II	3.7	fall	1997
Battle Athletes Victory	3.5	fall	1997
Dr. Slump	3.4	fall	1997
Vampire Princess Miyu TV	3.3	fall	1997
Fortune Quest L	3.2	fall	1997
Chou Mashin Eiyuuden Wataru	3	fall	1997
Master of Mosquiton '99	3	fall	1997
Coji-Coji	2.5	fall	1997
Legend of the Mystical Ninja	2.2	fall	1997
Gakkyuu Ou Yamazaki	2.2	fall	1997
Virus Buster Serge	2	fall	1997
Nogsaegjeoncha Haemosu	2	fall	1997
Ehrgeiz	2	fall	1997
Shinkai Densetsu Meremanoid	1.8	fall	1997
Hanitarou Desu	1.6	fall	1997
GaoGaiGar	3.7	winter	1997
Bakusou Kyoudai Let's & Go!! WGP	3.6	winter	1997
Speed Racer X	3.2	winter	1997
Cutey Honey Flash	3.1	winter	1997
Eat-Man	2.9	winter	1997
Cowboy Bebop	4.5	spring	1998
Trigun	4.4	spring	1998
Initial D	4.3	spring	1998
Cardcaptor Sakura	4.1	spring	1998
Princess Nine	3.8	spring	1998
Record of Lodoss War: Chronicles of the Heroic Knight	3.7	spring	1998
Legend of Basara	3.6	spring	1998
Lost Universe	3.4	spring	1998
Yu-Gi-Oh!	3.4	spring	1998
Fancy Lala	3.3	spring	1998
Grander Musashi RV	3.2	spring	1998
Ginga Hyouryuu Vifam 13	3.1	spring	1998
Beast Wars II Chou Seimeitai Transformers	3.1	spring	1998
Knight Hunters	2.9	spring	1998
Oh! My Goddess: The Adventures of Mini-Goddess	2.9	spring	1998
Futari Gurashi	2.9	spring	1998
Neo Ranga	2.7	spring	1998
Android Announcer Maico 2010	2.7	spring	1998
Cyberteam in Akihabara	2.7	spring	1998
Sentimental Journey	2.7	spring	1998
Alice SOS	2.6	spring	1998
Himitsu no Akko-chan 3	2.5	spring	1998
Seupideuwang Beongae	2.5	spring	1998
Brain Powerd	2.4	spring	1998
DT Eightron	2.3	spring	1998
YAT Anshin! Uchuu Ryokou 2	2.3	spring	1998
Nazca	2.2	spring	1998
Nessa no Haou Gandalla	1.7	spring	1998
Takoyaki Mant-Man	1.6	spring	1998
Serial Experiments Lain	4	summer	1998
Shadow Skill TV	3.5	summer	1998
Nightwalker: The Midnight Detective	3.2	summer	1998
Super Radical Gag Family	2.9	summer	1998
Momoiro Sisters	2.6	summer	1998
Hatsumei Boy Kanipan	2.3	summer	1998
Super Milk-chan	2.2	summer	1998
Monkey Magic	2.2	summer	1998
Master Keaton	4	fall	1998
His and Her Circumstances	3.9	fall	1998
Saber Marionette J to X	3.7	fall	1998
Dokkiri Doctor	3.6	fall	1998
Orphen	3.6	fall	1998
Bubblegum Crisis: Tokyo 2040	3.6	fall	1998
Popolocrois Monogatari	3.5	fall	1998
Ojarumaru	3.4	fall	1998
Generator Gawl	3.4	fall	1998
Eat-Man '98	3.3	fall	1998
Mamotte Shugogetten!	3.1	fall	1998
Kurogane Communication	3.1	fall	1998
Chousoku Spinner	3	fall	1998
Gasaraki	3	fall	1998
Steam Detectives	3	fall	1998
The Devil Lady	2.9	fall	1998
If I See You in My Dreams	2.8	fall	1998
Let's Nupu Nupu	2.6	fall	1998
Saint Luminous Jogakuin	2.6	fall	1998
Super Doll Licca-chan	2.5	fall	1998
Flint the Time Detective	2.5	fall	1998
Yoiko	2.4	fall	1998
Totsugeki! Pappara-tai	2.3	fall	1998
Hanasaka Tenshi Tenten-kun	1.7	fall	1998
Outlaw Star	4.2	winter	1998
Sexy Commando Gaiden Sugoiyo!! Masaru-san	3.6	winter	1998
El-Hazard: The Alternative World	3.5	winter	1998
Fushigi Mahou Fun Fun Pharmacy	3.4	winter	1998
Bakusou Kyoudai Let's & Go!! MAX	3.3	winter	1998
Silent Mobius	3.2	winter	1998
Burn Up! Excess	3.1	winter	1998
All Purpose Cultural Cat Girl Nuku Nuku TV	3	winter	1998
Bomberman B-Daman Bakugaiden	2.6	winter	1998
AWOL: Absent Without Leave	2.1	winter	1998
Gokudo	4	spring	1999
You're Under Arrest: Mini-Specials	3.8	spring	1999
Dual! Parallel Trouble Adventures	3.7	spring	1999
Sensual Phrase	3.7	spring	1999
Turn A Gundam	3.7	spring	1999
BuBu ChaCha	3.6	spring	1999
Shin Hakkenden	3.1	spring	1999
To Heart	3.1	spring	1999
Monster Rancher	3	spring	1999
Jubei-chan: The Ninja Girl	3	spring	1999
Betterman	3	spring	1999
Starship Girl Yamamoto Yohko	2.9	spring	1999
Eden's Bowy	2.9	spring	1999
Arc the Lad	2.8	spring	1999
Corrector Yui	2.8	spring	1999
Power Stone	2.7	spring	1999
I'm Gonna Be An Angel!	2.7	spring	1999
Psybuster	2.7	spring	1999
AD Police	2.7	spring	1999
Angel Links	2.6	spring	1999
D4 Princess	2.5	spring	1999
Nippon-ichi no Otoko no Tamashii 2	2.1	spring	1999
Aesop's World	1.9	spring	1999
Great Teacher Onizuka	4.5	summer	1999
Ebichu	3.6	summer	1999
Cybersix	3.5	summer	1999
Soul Hunter	3.5	summer	1999
The Legend of Black Heaven	3.4	summer	1999
Medabots	3.2	summer	1999
Magic User's Club	3.2	summer	1999
Aoi and Mutsuki: A Pair of Queens	3.1	summer	1999
Barbapapa Sekai wo Mawaru	2.8	summer	1999
Kyoro-chan	2.8	summer	1999
Kakyuusei	2.8	summer	1999
Nekojiru Gekijou	2.7	summer	1999
Koume-chan ga Iku!	2.6	summer	1999
Colorful	2.4	summer	1999
Ai no Wakakusa Yama Monogatari	2.2	summer	1999
Reign: The Conqueror	2.1	summer	1999
Let's dance with Papa	1.9	summer	1999
One Piece	4.4	fall	1999
Hunter x Hunter	4.4	fall	1999
Initial D Second Stage	4.3	fall	1999
Now and Then, Here and There	4	fall	1999
Infinite Ryvius	3.8	fall	1999
Excel Saga	3.7	fall	1999
Ayatsuri Sakon	3.7	fall	1999
Jibaku-kun: Twelve World Story	3.6	fall	1999
The Big O	3.6	fall	1999
Cyborg Kuro-chan	3.5	fall	1999
Blue Gender	3.4	fall	1999
Steel Angel Kurumi	3.4	fall	1999
Orphen Revenge	3.3	fall	1999
Dai-Guard	3.3	fall	1999
Omishi Magical Theater: Risky Safety	3.1	fall	1999
Wild Arms: Twilight Venom	3.1	fall	1999
Di Gi Charat	3.1	fall	1999
Trouble Chocolate	2.7	fall	1999
Seraphim Call	2.6	fall	1999
Rerere no Tensai Bakabon	2.6	fall	1999
Ippatsu Kikimusume	2.6	fall	1999
Crest of the Stars	4.1	winter	1999
Digimon Season 1: Digital Monsters	3.8	winter	1999
Phantom Thief Jeanne	3.7	winter	1999
Bakukyuu Renpatsu! Super B-Daman	3.2	winter	1999
Space Pirate Mito	3.1	winter	1999
Iketeru Futari	3.1	winter	1999
Chou Hatsumei Boy Kanipan	3.1	winter	1999
Ojamajo Doremi	3	winter	1999
Chou Seimeitai Transformers: Beast Wars Neo	3	winter	1999
Legend of Himiko	3	winter	1999
Bomberman B-Daman Bakugaiden V	2.6	winter	1999
Nippon-ichi no Otoko no Tamashii	2.3	winter	1999
Banner of the Stars	4.1	spring	2000
Saiyuki	3.8	spring	2000
Zoids: Guardian Force	3.8	spring	2000
Daa! Daa! Daa!	3.7	spring	2000
Love Hina	3.7	spring	2000
Hidamari no Ki	3.7	spring	2000
Mahoujin Guru Guru Doki Doki Legend	3.7	spring	2000
Yu-Gi-Oh! Duel Monsters	3.6	spring	2000
Ceres, Celestial Legend	3.4	spring	2000
Sakura Wars TV	3.3	spring	2000
Gatekeepers	3.2	spring	2000
NieA Under 7	3.2	spring	2000
Monster Rancher 2	3.2	spring	2000
Transformers: Robots in Disguise	3.1	spring	2000
Kaitou Kiramekiman	2.8	spring	2000
Boys Be...	2.7	spring	2000
Platinumhugen Ordian	2.6	spring	2000
Uchuujin Tanaka Tarou	2.6	spring	2000
Hero Hero-kun	2.4	spring	2000
Anime Roukyoku Kikou Shimizu no Jirochouden	2.2	spring	2000
Inspector Fabre	1.9	spring	2000
Brigadoon	3.7	summer	2000
Hand Maid May	3.4	summer	2000
Medabots Damashii	3.1	summer	2000
Strange Dawn	2.9	summer	2000
Hamtaro	2.6	summer	2000
Hajime no Ippo: The Fighting!	4.6	fall	2000
InuYasha	3.9	fall	2000
Ghost Stories	3.9	fall	2000
Vandread	3.8	fall	2000
Shoubushi Densetsu Tetsuya	3.8	fall	2000
Gravitation	3.5	fall	2000
Gear Fighter Dendoh	3.4	fall	2000
Descendants of Darkness	3.4	fall	2000
Argento Soma	3.3	fall	2000
Dotto Koni-chan	3.3	fall	2000
Android Kikaider	3.2	fall	2000
Shin Megami Tensei: Devil Children	3	fall	2000
Sci-fi Harry	2.6	fall	2000
Clockwork Fighters: Hiwou's War	2.4	fall	2000
Tri-Zenon	2.4	fall	2000
Hamster Club	2.3	fall	2000
Baby Felix	1.6	fall	2000
Carried By The Wind: Tsukikage Ran	3.4	winter	2000
Shinzo	3.4	winter	2000
Ojamajo Doremi #	3.3	winter	2000
Boogiepop Phantom	3.3	winter	2000
Candidate for Goddess	2.9	winter	2000
Nyani ga Nyandaa Nyandaa Kamen	2.8	winter	2000
Mon Colle Knights	2.7	winter	2000
Miami Guns	2.7	winter	2000
The Super Milk-chan Show	2.1	winter	2000
Popee the Performer	2.1	winter	2000
Haré+Guu	4.1	spring	2001
You're Under Arrest! Fast & Furious	4	spring	2001
Rune Soldier	3.7	spring	2001
Legend of the Condor Hero	3.7	spring	2001
Super GALS!	3.7	spring	2001
Angelic Layer	3.6	spring	2001
Figure 17	3.6	spring	2001
Noir	3.6	spring	2001
Pretear	3.6	spring	2001
Digimon Season 3: Tamers	3.5	spring	2001
Shingu: Secret of the Stellar Wars	3.5	spring	2001
Zone of the Enders: Dolores	3.5	spring	2001
Project ARMS	3.4	spring	2001
Dennou Boukenki Webdiver	3.4	spring	2001
Daisuki! BuBu ChaCha	3.4	spring	2001
Offside	3.3	spring	2001
Galaxy Angel	3.3	spring	2001
Hanaukyo Maid Team	3.2	spring	2001
Star Ocean EX	3.2	spring	2001
Cosmic Baton Girl Comet-san	3.1	spring	2001
Tantei Shounen Kageman	3.1	spring	2001
Comic Party	3.1	spring	2001
Sister Princess	2.9	spring	2001
Steel Angel Kurumi 2	2.9	spring	2001
Chance Pop Session	2.9	spring	2001
Geneshaft	2.8	spring	2001
Ask Dr. Rin!	2.8	spring	2001
Go! Go! Itsutsugo Land	2.8	spring	2001
SoulTaker	2.7	spring	2001
BASToF Syndrome	2.4	spring	2001
Great Dangaioh	2	spring	2001
Gyouten Ningen Batsealer	1.7	spring	2001
RUN=DIM	1.6	spring	2001
Mini Moni Yaru no da Pyon!	1.3	spring	2001
Banner of the Stars II	4.2	summer	2001
Fruits Basket	4.1	summer	2001
Shaman King	3.9	summer	2001
Baki the Grappler: Maximum Tournament	3.8	summer	2001
Scryed	3.7	summer	2001
Strawberry Eggs	3.4	summer	2001
Cosmo Warrior Zero	3.2	summer	2001
Samurai Girl: Real Bout High School	2.5	summer	2001
Magical Meow Meow Taruto	2.5	summer	2001
Nono-chan	2.2	summer	2001
Kinniku Banzuke: Kongou-kun no Bouken	1.4	summer	2001
Hikaru no Go	4.2	fall	2001
Hellsing	4.1	fall	2001
Vandread: The Second Stage	4	fall	2001
The Prince of Tennis	4	fall	2001
Mahoromatic	3.7	fall	2001
X TV	3.7	fall	2001
Kaze no Yojimbo	3.7	fall	2001
Project ARMS: The 2nd Chapter	3.6	fall	2001
Captain Tsubasa: Road to 2002	3.5	fall	2001
Rave Master	3.4	fall	2001
Shiawase-sou no Okojo-san	3.2	fall	2001
A Little Snow Fairy Sugar	3.1	fall	2001
Cyborg 009: The Cyborg Soldier	3.1	fall	2001
Angel Tales	3	fall	2001
Crush Gear Turbo	2.7	fall	2001
Kokoro Toshokan	2.7	fall	2001
Kasumin	2.7	fall	2001
Kirby: Right Back At Ya!	2.7	fall	2001
Final Fantasy: Unlimited	2.6	fall	2001
Geisters: Fractions of the Earth	2.5	fall	2001
Najica Blitz Tactics	2.4	fall	2001
Babel II: Beyond Infinity	2.3	fall	2001
Fighting Foodons	2.2	fall	2001
Vampiyan Kids	2.2	fall	2001
Piroppo	1.6	fall	2001
Salaryman Kintaro	4	winter	2001
Zoids: New Century/Zero	3.9	winter	2001
Motto! Ojamajo Doremi	3.7	winter	2001
Baki the Grappler	3.7	winter	2001
The Daichis: Earth's Defense Family	3.4	winter	2001
Sadamitsu the Destroyer	3.3	winter	2001
Arjuna	3.1	winter	2001
Tales of Eternia	2.9	winter	2001
Beyblade	2.6	winter	2001
Parappa the Rapper	2.1	winter	2001
Azumanga Daioh	4.1	spring	2002
The Twelve Kingdoms	4.1	spring	2002
Full Moon wo Sagashite	4	spring	2002
Chobits	3.9	spring	2002
Whistle!	3.8	spring	2002
Tenchi Muyo! GXP	3.8	spring	2002
Cheeky Angel	3.7	spring	2002
Magical Shopping Arcade Abenobashi	3.7	spring	2002
Ai Yori Aoshi	3.6	spring	2002
Jing: King of Bandits	3.6	spring	2002
.hack//SIGN	3.5	spring	2002
Atashinchi	3.4	spring	2002
Pita-Ten	3.2	spring	2002
Tokyo Underground	3.2	spring	2002
Digimon Season 4: Frontier	3.2	spring	2002
Happy Lesson	3.2	spring	2002
MegaMan: NT Warrior	3.1	spring	2002
Tokyo Mew Mew	3.1	spring	2002
Gun Frontier	3.1	spring	2002
Mirmo Zibang!	3	spring	2002
Bakuto Sengen Daigander	2.9	spring	2002
Rizelmine	2.9	spring	2002
Psychic Academy	2.8	spring	2002
Denkou Chou Tokkyuu Hikarian	2.5	spring	2002
Wild 7: Another	1.9	spring	2002
Letchu, Getchu, Saru Getchu	1.8	spring	2002
Forza! Mario	1.5	spring	2002
Princess Tutu	4.1	summer	2002
Witch Hunter Robin	3.7	summer	2002
Saikano	3.6	summer	2002
Samurai Deeper Kyo	3.5	summer	2002
Dragon Drive	3.2	summer	2002
UFO Ultramaiden Valkyrie	3.1	summer	2002
Shrine of the Morning Mist	2.7	summer	2002
Demon Lord Dante	2.5	summer	2002
Mao-chan	2.4	summer	2002
G-On Riders	2.3	summer	2002
Ghost in the Shell: Stand Alone Complex	4.4	fall	2002
Hanada Shounen-shi	4.2	fall	2002
Haibane Renmei	4.2	fall	2002
Mobile Suit Gundam SEED	4.1	fall	2002
Naruto	4.1	fall	2002
Hungry Heart: Wild Striker	4	fall	2002
Get Backers	3.8	fall	2002
Petite Princess Yucie	3.8	fall	2002
Mahoromatic 2	3.8	fall	2002
Galaxy Angel A	3.6	fall	2002
Spiral	3.6	fall	2002
Kiddy Grade	3.5	fall	2002
Heat Guy J	3.5	fall	2002
Overman King Gainer	3.2	fall	2002
Asobotto Senki Goku	3.1	fall	2002
Shin Megami Tensei Devil Children: Light & Dark	3	fall	2002
Knight Hunters: Eternity	3	fall	2002
Gravion	2.8	fall	2002
Sister Princess Re Pure	2.6	fall	2002
Piano: The Melody of a Young Girl's Heart	2.5	fall	2002
Bomberman Jetters	2.5	fall	2002
Kikou Sennyo Rouran	2.3	fall	2002
Kasumin 2nd Season	2.3	fall	2002
Platonic Chain	2.1	fall	2002
Duel Masters	2.1	fall	2002
Shin Seiki Den Mars	2.1	fall	2002
Barom One	1.7	fall	2002
Full Metal Panic!	4.2	winter	2002
RahXephon	3.8	winter	2002
Please Teacher	3.8	winter	2002
Ojamajo Doremi DOKKAAN!	3.8	winter	2002
Kanon	3.6	winter	2002
Patapata Hikousen no Bouken	3.5	winter	2002
Galaxy Angel Z	3.5	winter	2002
Nana Seven of Seven	3.1	winter	2002
Panyo Panyo Di Gi Charat	3	winter	2002
Mirage of Blaze	2.9	winter	2002
Aquarian Age	2.7	winter	2002
Beyblade: V-Force	2.7	winter	2002
Ultimate Muscle	2.6	winter	2002
Harmagedon TV	2	winter	2002
Kino's Journey	4.4	spring	2003
Last Exile	4.2	spring	2003
Kaleido Star	4.1	spring	2003
Detective Academy Q	4	spring	2003
Scrapped Princess	3.9	spring	2003
Stellvia of the Universe	3.8	spring	2003
Mythical Detective Loki Ragnarok	3.7	spring	2003
Croket!	3.6	spring	2003
D.N.Angel	3.6	spring	2003
Texhnolyze	3.6	spring	2003
Ultra Maniac	3.4	spring	2003
Zatch Bell!	3.3	spring	2003
Ninja Scroll: The Series	3.2	spring	2003
E's Otherwise	3.2	spring	2003
Mermaid Melody: Pichi Pichi Pitch	3.2	spring	2003
The World of Narue	3.2	spring	2003
Dear Boys	3.2	spring	2003
Air Master	3.2	spring	2003
Di Gi Charat Nyo	3.1	spring	2003
Gad Guard	3.1	spring	2003
Astro Boy (2003)	3	spring	2003
Bouken Yuuki Pluster World	3	spring	2003
Angel Tales 2	2.9	spring	2003
Human Crossing	2.9	spring	2003
Sonic X	2.6	spring	2003
Submarine Super 99	2.6	spring	2003
Saint Beast	2.4	spring	2003
Wandaba Style	2.2	spring	2003
Kasumin 3rd Season	2	spring	2003
Firestorm	1.7	spring	2003
Full Metal Panic? Fumoffu	4.4	summer	2003
Rumiko Takahashi Anthology	3.7	summer	2003
Please Twins	3.6	summer	2003
Happy Lesson Advance	3.3	summer	2003
Da Capo	3.3	summer	2003
Dokkoida?!	3.3	summer	2003
IGPX: Immortal Grand Prix (2003)	3.1	summer	2003
Ikkitousen	3	summer	2003
Green Green	2.9	summer	2003
Shadow Star Narutaru	2.7	summer	2003
Popotan	2.7	summer	2003
Michel	2.5	summer	2003
Cinderella Boy	2.5	summer	2003
Divergence Eve	2.4	summer	2003
Mini Moni the TV	1.7	summer	2003
Fullmetal Alchemist	4.4	fall	2003
Planetes	4.3	fall	2003
Gungrave	4.1	fall	2003
Chrono Crusade	4	fall	2003
Uninhabited Planet Survive	4	fall	2003
Read Or Die TV	4	fall	2003
Cromartie High School	3.9	fall	2003
Saiyuki Reload	3.8	fall	2003
Gunslinger Girl	3.8	fall	2003
Rumbling Hearts	3.8	fall	2003
Ai Yori Aoshi Enishi	3.7	fall	2003
Lunar Legend Tsukihime	3.7	fall	2003
Peace Maker Kurogane	3.7	fall	2003
Twin Spica	3.6	fall	2003
Requiem from the Darkness	3.5	fall	2003
Rockman EXE Axess	3.4	fall	2003
UFO Ultramaiden Valkyrie 2: December Nocturne	3.4	fall	2003
Maburaho	3.4	fall	2003
Mermaid Forest TV	3.4	fall	2003
The Galaxy Railways	3.2	fall	2003
PopoloCrois	3.1	fall	2003
Yamibo: Darkness, The Hat and the Travelers of the Books	3	fall	2003
Godannar	2.9	fall	2003
Papuwa	2.8	fall	2003
Gilgamesh	2.8	fall	2003
Ocha-ken: Chokotto Monogatari	2.7	fall	2003
Bottle Fairy	2.6	fall	2003
F-Zero Falcon Densetsu	2.6	fall	2003
Sou Nanda	2.6	fall	2003
Avenger	2.5	fall	2003
Bobobo-bo Bo-bobo	2.5	fall	2003
Midnight Horror School	1.9	fall	2003
Cubix - Robots For Everyone	1.9	fall	2003
Wolf's Rain	4	winter	2003
Ashita no Nadja	3.8	winter	2003
Gunparade March	3.4	winter	2003
.hack//Legend Of The Twilight	3.3	winter	2003
Someday's Dreamers	3.3	winter	2003
Stratos 4	3.3	winter	2003
Nanaka 6/17	3.1	winter	2003
Transformers: Armada	3.1	winter	2003
Licensed by Royal	2.9	winter	2003
Beyblade: G Revolution	2.7	winter	2003
Mouse	2.5	winter	2003
Lime-iro Senkitan	2.5	winter	2003
Crush Gear Nitro	2.5	winter	2003
Shutsugeki! Machine Robo Rescue	2.4	winter	2003
Ga-Ra-Ku-Ta: Mr. Stain on Junk Alley	2.4	winter	2003
Beast Fighter: The Apocalypse	1.7	winter	2003
Greek Roman Sinhwa Olympus Guardian	1.6	winter	2003
Monster	4.4	spring	2004
Samurai Champloo	4.4	spring	2004
Initial D Fourth Stage	4.4	spring	2004
Shura no Toki: Age of Chaos	4.1	spring	2004
Saiyuki Reload Gunlock	3.9	spring	2004
Sgt. Frog	3.9	spring	2004
Aishiteruze Baby	3.9	spring	2004
Kyo Kara Maoh!	3.9	spring	2004
Midori Days	3.9	spring	2004
New Getter Robo	3.8	spring	2004
Tetsujin 28-gou (2004)	3.8	spring	2004
Mars Daybreak	3.7	spring	2004
GANTZ	3.6	spring	2004
Koi Kaze	3.6	spring	2004
Tenjho Tenge	3.6	spring	2004
Tweeny Witches	3.5	spring	2004
Phoenix	3.5	spring	2004
Dan Doh!!	3.4	spring	2004
Hanaukyo Maid Team: La Verite	3.4	spring	2004
Madlax	3.4	spring	2004
This Ugly Yet Beautiful World	3.4	spring	2004
Godannar 2nd Season	3.4	spring	2004
Mermaid Melody Pichi Pichi Pitch Pure	3.4	spring	2004
Burst Angel	3.3	spring	2004
Kinnikuman II Sei: Ultimate Muscle	3.1	spring	2004
Doki Doki School Hours	3.1	spring	2004
Get Ride! AM Driver	2.9	spring	2004
Sore Ike! Zukkoke Sannin-gumi	2.8	spring	2004
Ragnarok: The Animation	2.8	spring	2004
