names	ratings	season	year
Legendz: Tale of the Dragon Kings	2.7	spring	2004
The Melody of Oblivion	2.7	spring	2004
Zettai Zetsumei Dangerous Jiisan	2.6	spring	2004
Panda-Z: The Robonimation	2.6	spring	2004
The Marshmallow Times	2.6	spring	2004
Duel Masters Charge	2.5	spring	2004
Elfen Lied	4.2	summer	2004
Maria Watches Over Us Season 2	4	summer	2004
Samurai 7	4	summer	2004
Kurau: Phantom Memory	3.7	summer	2004
Monkey Punch: Manga Katsudou Daishashin	3.6	summer	2004
Fafner	3.5	summer	2004
Galaxy Angel X	3.5	summer	2004
Space Symphony Maetel: Ginga Tetsudou 999 Gaiden	3.4	summer	2004
DearS	3.3	summer	2004
Ninja Nonsense	3.3	summer	2004
Otogi Zoshi	3.2	summer	2004
Girls Bravo	3.2	summer	2004
Agatha Christie's Great Detectives Poirot and Marple	3	summer	2004
Monkey Turn V	2.8	summer	2004
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary	2.6	summer	2004
Wind: A Breath of Heart	2.5	summer	2004
Sweet Valerian	2.1	summer	2004
Post Pet Momobin	1.7	summer	2004
Major Season 1	4.4	fall	2004
BECK: Mongolian Chop Squad	4.4	fall	2004
Gankutsuou: The Count of Monte Cristo	4.2	fall	2004
School Rumble	4.1	fall	2004
Bleach	4.1	fall	2004
Genshiken	4.1	fall	2004
Yakitate!! Japan	4.1	fall	2004
Gakuen Alice	4	fall	2004
My-Hime	3.9	fall	2004
Mobile Suit Gundam SEED Destiny	3.9	fall	2004
Zipang	3.9	fall	2004
Rozen Maiden	3.8	fall	2004
Magical Girl Lyrical Nanoha	3.8	fall	2004
Windy Tales	3.7	fall	2004
Black Jack	3.7	fall	2004
Desert Punk	3.6	fall	2004
Rockman.EXE Stream	3.6	fall	2004
Fantastic Children	3.6	fall	2004
Tsukuyomi -Moon Phase-	3.6	fall	2004
Tactics	3.6	fall	2004
Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians	3.4	fall	2004
Grenadier	3.3	fall	2004
Beet the Vandel Buster	3.3	fall	2004
Utakata	3.3	fall	2004
Destiny of the Shrine Maiden	3.2	fall	2004
Onmyou Taisenki	3.2	fall	2004
Final Approach	3.2	fall	2004
Yu-Gi-Oh! GX	3.1	fall	2004
To Heart: Remember My Memories	3.1	fall	2004
Futakoi	3.1	fall	2004
Zoids: Fuzors	3	fall	2004
Ring ni Kakero 1	2.8	fall	2004
Meine Liebe	2.8	fall	2004
Kimagure Robot	2.8	fall	2004
Kappa no Kaikata	2.8	fall	2004
Ghost in the Shell: Stand Alone Complex 2nd Gig	4.5	winter	2004
Gokusen	3.9	winter	2004
Paranoia Agent	3.9	winter	2004
Maria Watches Over Us	3.7	winter	2004
Area 88 TV	3.5	winter	2004
Yugo the Negotiator	3.5	winter	2004
Mezzo	3.3	winter	2004
Jubei-chan 2	3.3	winter	2004
Diamond Daydreams	3.1	winter	2004
Daphne in the Brilliant Blue	3.1	winter	2004
Kaiketsu Zorori	3.1	winter	2004
Gravion Zwei	3	winter	2004
Pretty Cure	2.9	winter	2004
Burn Up! Scramble	2.7	winter	2004
Transformers: Energon	2.7	winter	2004
Divergence Eve: Misaki Chronicles	2.6	winter	2004
Yumeria	2.6	winter	2004
B-Legend! Battle B-Daman	2.5	winter	2004
Monkey Turn	2	winter	2004
SD Gundam Force	1.9	winter	2004
Cosprayers	1.8	winter	2004
Glass Mask (2005)	4.2	spring	2005
Eureka Seven	4.2	spring	2005
Eyeshield 21	4.1	spring	2005
Honey and Clover	4	spring	2005
Emma: A Victorian Romance	4	spring	2005
GaoGaiGar FINAL Grand Glorious Gathering	4	spring	2005
Tsubasa Reservoir Chronicle	4	spring	2005
The Law of Ueki	3.9	spring	2005
Doraemon (2005)	3.9	spring	2005
Basilisk	3.8	spring	2005
Speed Grapher	3.8	spring	2005
Trinity Blood	3.8	spring	2005
Elemental Gelade	3.7	spring	2005
Zoids: Genesis	3.6	spring	2005
Mar	3.6	spring	2005
Fushigiboshi no Futagohime	3.6	spring	2005
Aquarion	3.5	spring	2005
Loveless	3.4	spring	2005
Futakoi Alternative	3.3	spring	2005
The Snow Queen	3.3	spring	2005
Ichigo 100%	3.3	spring	2005
Best Student Council	3.2	spring	2005
Onegai My Melody	3.1	spring	2005
Zettai Shounen	3.1	spring	2005
He is My Master	3.1	spring	2005
Comic Party Revolution	3	spring	2005
Nanami-chan 2nd Series	2.7	spring	2005
Izumo: Flash of a Brave Sword	2.6	spring	2005
Koi Koi Seven	2.3	spring	2005
Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation TV	2.1	spring	2005
Full Metal Panic! The Second Raid	4.4	summer	2005
Strawberry Marshmallow	4.1	summer	2005
Shuffle!	3.8	summer	2005
Guyver: The Bioboosted Armor (2005)	3.7	summer	2005
Suzuka	3.7	summer	2005
Kamichu!	3.7	summer	2005
Gun x Sword	3.7	summer	2005
Paniponi Dash!	3.6	summer	2005
Sugar Sugar Rune	3.6	summer	2005
Da Capo Second Season	3.5	summer	2005
Tide-Line Blue	3.2	summer	2005
Ah My Buddha!!	3	summer	2005
Petopeto-san	2.9	summer	2005
Okusama wa Joshikousei	2.8	summer	2005
Patalliro Saiyuki!	2.7	summer	2005
Kidou Shinsengumi Moeyo Ken TV	2.7	summer	2005
Okusama wa Mahou Shoujo	2.7	summer	2005
Akahori Gedou Hour Rabuge: Zettai Seigi Love Pheromone	2.4	summer	2005
G.I. Joe: Sigma 6	2.4	summer	2005
Akahori Gedou Hour Rabuge: Sore Yuke! Gedou Otometai	2.3	summer	2005
Play Ball	2.2	summer	2005
Mushishi	4.5	fall	2005
Major Season 2	4.4	fall	2005
Magical Girl Lyrical Nanoha A's	4.2	fall	2005
Capeta	4.2	fall	2005
Shakugan no Shana	4.1	fall	2005
Paradise Kiss	4.1	fall	2005
Akagi	4.1	fall	2005
Rozen Maiden: Träumend	4.1	fall	2005
Blood+	3.9	fall	2005
Noein: To Your Other Self	3.9	fall	2005
Hell Girl	3.9	fall	2005
Black Cat	3.9	fall	2005
Aria the Animation	3.8	fall	2005
Mai-Otome	3.8	fall	2005
Karin	3.8	fall	2005
Solty Rei	3.8	fall	2005
Ginban Kaleidoscope	3.7	fall	2005
Jang Geum Ieui Kkum	3.6	fall	2005
Ginga Densetsu Weed	3.5	fall	2005
Angel Heart	3.5	fall	2005
IGPX: Immortal Grand Prix	3.5	fall	2005
Rockman.EXE Beast	3.4	fall	2005
Lamune	3.3	fall	2005
Canvas 2 ~Niji Iro no Sketch~	3.3	fall	2005
Beet the Vandel Buster Excellion	3.3	fall	2005
Gaiking: Legend of Daiku-Maryu	3.3	fall	2005
To Heart 2	3.1	fall	2005
Mix Master: King of Cards	2.9	fall	2005
Animal Yokocho	2.9	fall	2005
Gunparade Orchestra	2.8	fall	2005
Kakutou Bijin Wulong	2.7	fall	2005
Happy Seven	2.7	fall	2005
Idaten Jump	2.6	fall	2005
Cluster Edge	2.6	fall	2005
Kotenkotenko	2	fall	2005
Ah! My Goddess TV	3.9	winter	2005
Mahoraba: Heartful Days	3.8	winter	2005
Air	3.7	winter	2005
Damekko Doubutsu	3.7	winter	2005
Negima!	3.6	winter	2005
Gag Manga Biyori	3.5	winter	2005
Gallery Fake	3.5	winter	2005
Starship Operators	3.4	winter	2005
Girls Bravo: Second Season	3.4	winter	2005
Peach Girl	3.4	winter	2005
Sukisho	3.3	winter	2005
Pretty Cure Max Heart	3.2	winter	2005
Buzzer Beater	3.1	winter	2005
Xenosaga	3	winter	2005
Transformers: Cybertron	2.9	winter	2005
Magical Canan	2.8	winter	2005
B-Legend! Battle B-Daman Fire Spirits!	2.7	winter	2005
Jinki:Extend	2.6	winter	2005
Lime-iro Ryuukitan X	2.3	winter	2005
D.I.C.E.	2.2	winter	2005
Majime ni Fumajime Kaiketsu Zorori	2.2	winter	2005
Ultimate Girls	2.1	winter	2005
Pandalian	2	winter	2005
Ouran High School Host Club	4.4	spring	2006
Gintama	4.4	spring	2006
Black Lagoon	4.4	spring	2006
Nana	4.3	spring	2006
School Rumble: 2nd Semester	4.3	spring	2006
Aria the Natural	4.3	spring	2006
The Melancholy of Haruhi Suzumiya	4.3	spring	2006
When They Cry: Higurashi	4.3	spring	2006
The Story of Saiunkoku	4.2	spring	2006
xxxHOLiC	4.2	spring	2006
Tsubasa Reservoir Chronicle 2nd Season	4.1	spring	2006
Utawarerumono	4.1	spring	2006
Ah! My Goddess: Flights of Fancy	4	spring	2006
Air Gear	4	spring	2006
The Third: The Girl with the Blue Eye	3.9	spring	2006
Zegapain	3.8	spring	2006
IGPX: Immortal Grand Prix 2nd Season	3.8	spring	2006
Kiba	3.8	spring	2006
Black Jack 21	3.8	spring	2006
Jyu-Oh-Sei	3.8	spring	2006
Inukami!	3.6	spring	2006
Kamisama Kazoku	3.6	spring	2006
Witchblade	3.6	spring	2006
Princess Princess	3.6	spring	2006
Strawberry Panic	3.6	spring	2006
Oban Star-Racers	3.6	spring	2006
Rockman.EXE Beast+	3.6	spring	2006
Simoun	3.6	spring	2006
.hack//Roots	3.5	spring	2006
Kirarin Revolution	3.5	spring	2006
Fushigiboshi no Futagohime Gyu!	3.4	spring	2006
Magical Pokan	3.4	spring	2006
Onegai My Melody: Kuru Kuru Shuffle!	3.4	spring	2006
Disgaea	3.3	spring	2006
Tokko	3.3	spring	2006
Welcome to the NHK!	4.4	summer	2006
Honey and Clover II	4.3	summer	2006
The Familiar of Zero	4	summer	2006
We Were There	3.7	summer	2006
Kemonozume	3.6	summer	2006
Gag Manga Biyori 2	3.5	summer	2006
Le Chevalier D'Eon	3.5	summer	2006
Tonagura!	3.4	summer	2006
Save Me! Lollipop	3.3	summer	2006
Coyote Ragtime Show	3.3	summer	2006
Binbou Shimai Monogatari	3.3	summer	2006
Ramen Fighter Miki	3.3	summer	2006
Project Blue Earth SOS	3.3	summer	2006
Innocent Venus	3.3	summer	2006
Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki	3.3	summer	2006
Chokotto Sister	3.2	summer	2006
Fairy Musketeers	3.1	summer	2006
Night Head Genesis	3	summer	2006
Tsuyokiss: Cool x Sweet	3	summer	2006
Nanami-chan 3rd Series	2.8	summer	2006
Kujibiki Unbalance	2.6	summer	2006
Powerpuff Girls Z	2.3	summer	2006
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou	2	summer	2006
Patta Potta Monta	1.5	summer	2006
Hanoka	1.4	summer	2006
Code Geass: Lelouch of the Rebellion	4.6	fall	2006
Death Note	4.5	fall	2006
Black Lagoon: The Second Barrage	4.5	fall	2006
History's Strongest Disciple Kenichi	4.4	fall	2006
Kanon (2006)	4.3	fall	2006
REBORN!	4.2	fall	2006
D.Gray-man	4.2	fall	2006
Ghost Hunt	4.2	fall	2006
Hell Girl: Two Mirrors	4.2	fall	2006
The Wallflower	4	fall	2006
Kekkaishi	4	fall	2006
Shounen Onmyouji	4	fall	2006
Buso Renkin	3.9	fall	2006
Black Blood Brothers	3.8	fall	2006
Pumpkin Scissors	3.7	fall	2006
Negima!?	3.7	fall	2006
Brighter than the Dawning Blue	3.7	fall	2006
Tokimeki Memorial: Only Love	3.6	fall	2006
Usavich	3.6	fall	2006
Living for the Day After Tomorrow	3.6	fall	2006
Strain: Strategic Armored Infantry	3.6	fall	2006
Mamoru-kun ni Megami no Shukufuku wo!	3.6	fall	2006
Bartender	3.6	fall	2006
Otoboku: Maidens Are Falling For Me!	3.5	fall	2006
Hataraki Man	3.5	fall	2006
Super Robot Wars OG: Divine Wars	3.4	fall	2006
Intrigue in the Bakumatsu: Irohanihoheto	3.4	fall	2006
Red Garden	3.4	fall	2006
Ryuusei no Rockman	3.3	fall	2006
Sumomomo Momomo	3.3	fall	2006
Ghost Slayers Ayashi	3.3	fall	2006
Fist of the Blue Sky	3.2	fall	2006
Pokemon: Diamond & Pearl	3.2	fall	2006
Gift: Eternal Rainbow	3.2	fall	2006
The Galaxy Railways II	3.1	fall	2006
Ergo Proxy	4.1	winter	2006
Fate/stay night	4.1	winter	2006
Looking Up At the Half-Moon	4	winter	2006
REC	3.9	winter	2006
Yomigaeru Sora -Rescue Wings-	3.8	winter	2006
Ayakashi: Japanese Classic Horror	3.8	winter	2006
Nerima Daikon Brothers	3.5	winter	2006
Ah My Buddha!! Katsu!!	3.4	winter	2006
Momo: The Girl God of Death	3.3	winter	2006
Kinnikuman II Sei: Ultimate Muscle 2	3.3	winter	2006
Kashimashi: Girl Meets Girl	3.3	winter	2006
Binchou-tan	3.2	winter	2006
Pretty Cure Splash Star	3.2	winter	2006
Meine Liebe Wieder	3.1	winter	2006
Guardian Ninja Mamoru!	3.1	winter	2006
Lemon Angel Project	3.1	winter	2006
Magikano	2.9	winter	2006
Tactical Roar	2.8	winter	2006
Play Ball 2nd	2.6	winter	2006
Rakugo Tennyo Oyui	2.6	winter	2006
Bakkyuu HIT! Crash B-Daman	2.6	winter	2006
Wan Wan Serepuu Soreyuke! Tetsunoshin	2.5	winter	2006
Eternal Alice	2.4	winter	2006
Youkai Ningen Bem (2006)	2.3	winter	2006
Ocha-ken: Hotto Monogatari	2	winter	2006
Papillon Rose	1.7	winter	2006
Funny Pets	1.1	winter	2006
Tengen Toppa Gurren Lagann	4.5	spring	2007
Darker than Black	4.3	spring	2007
Moribito: Guardian of the Spirit	4.3	spring	2007
Lovely Complex	4.3	spring	2007
The Story of Saiunkoku 2nd Series	4.3	spring	2007
Den-noh Coil	4.2	spring	2007
Emma: A Victorian Romance - Second Act	4.2	spring	2007
Big Windup!	4.2	spring	2007
Claymore	4.2	spring	2007
Lucky Star	4.1	spring	2007
Toward the Terra TV	4.1	spring	2007
Magical Girl Lyrical Nanoha StrikerS	4	spring	2007
My Bride is a Mermaid	4	spring	2007
Over Drive	4	spring	2007
Bokurano	4	spring	2007
Kaze no Stigma	4	spring	2007
Romeo x Juliet	4	spring	2007
Heroic Age	4	spring	2007
Hayate the Combat Butler!	3.9	spring	2007
Nagasarete Airantou	3.8	spring	2007
sola	3.7	spring	2007
Oh! Edo Rocket	3.7	spring	2007
Emily of New Moon	3.6	spring	2007
Kamichama Karin	3.6	spring	2007
El Cazador de la Bruja	3.5	spring	2007
Princess Resurrection	3.5	spring	2007
Spider Riders: Resurrected Sun	3.4	spring	2007
Onegai My Melody Sukkiri♪	3.3	spring	2007
Polyphonica	3.2	spring	2007
Kotetsushin Jeeg	3.2	spring	2007
Hitohira	3.2	spring	2007
Kishin Taisen Gigantic Formula	3.2	spring	2007
Wellber no Monogatari: Sisters of Wellber	3.1	spring	2007
GeGeGe no Kitarou (2007)	3.1	spring	2007
Kiss Dum: Engage Planet	3.1	spring	2007
Baccano!	4.4	summer	2007
When They Cry: Kai	4.4	summer	2007
Mononoke	4.3	summer	2007
Sayonara, Zetsubou-Sensei	4.1	summer	2007
The Familiar of Zero: Knight of the Twin Moons	4.1	summer	2007
Moonlight Mile 2nd Season - Touch down	4.1	summer	2007
Tokyo Majin: 2nd Act	3.9	summer	2007
Potemayo	3.6	summer	2007
Devil May Cry	3.6	summer	2007
Umisho	3.6	summer	2007
Shigurui: Death Frenzy	3.6	summer	2007
Sky Girls TV	3.4	summer	2007
Zombie-Loan	3.4	summer	2007
Nanatsuiro Drops	3.4	summer	2007
Doujin Work	3.3	summer	2007
Buzzer Beater 2nd Season	3.3	summer	2007
Mushi-Uta	3.1	summer	2007
Code-E	2.9	summer	2007
School Days	2.7	summer	2007
Moetan	2.7	summer	2007
Happy Happy Clover	2.7	summer	2007
Clannad	4.3	fall	2007
Mobile Suit Gundam 00	4.3	fall	2007
Kaiji - Ultimate Survivor	4.3	fall	2007
Macross Frontier	4.2	fall	2007
ef - a tale of memories	4.2	fall	2007
Genshiken 2	4.2	fall	2007
Shakugan no Shana II	4.2	fall	2007
Minami-ke	4.1	fall	2007
Moyashimon	4	fall	2007
Neuro: Supernatural Detective	3.9	fall	2007
Kimikiss Pure Rouge	3.9	fall	2007
Myself; Yourself	3.9	fall	2007
Shugo Chara!	3.8	fall	2007
Bamboo Blade	3.8	fall	2007
Ghost Hound	3.8	fall	2007
You're Under Arrest: Full Throttle	3.8	fall	2007
Sketchbook ~full color's~	3.7	fall	2007
Kodomo no Jikan	3.5	fall	2007
Da Capo II	3.4	fall	2007
Rental Magica	3.4	fall	2007
Good Luck! Ninomiya-kun	3.4	fall	2007
Hero Tales	3.4	fall	2007
Mokke	3.3	fall	2007
Blue Drop	3.2	fall	2007
Yattokame Tanteidan	3.2	fall	2007
Dragonaut: The Resonance	3.2	fall	2007
Suteki Tantei Labyrinth	2.8	fall	2007
Prism Ark	2.8	fall	2007
Master Hamsters	2.6	fall	2007
Let's Go! Tamagotchi	1.8	fall	2007
Maple Story	1.8	fall	2007
Mameushi-kun	1.7	fall	2007
Major Season 3	4.4	winter	2007
Nodame Cantabile	4.4	winter	2007
Naruto Shippuden	4.3	winter	2007
Les Miserables: Shoujo Cosette	4	winter	2007
Hidamari Sketch	3.7	winter	2007
Afro Samurai	3.7	winter	2007
Tokyo Majin	3.7	winter	2007
Moonlight Mile	3.6	winter	2007
Gakuen Utopia Manabi Straight!	3.6	winter	2007
Rocket Girls	3.5	winter	2007
Yes! Pretty Cure 5	3.5	winter	2007
Koi Suru Tenshi Angelique: Kagayaki no Ashita	3.5	winter	2007
Ikkitousen: Dragon Destiny	3.3	winter	2007
Shuffle! Memories	3.2	winter	2007
GR -Giant Robo-	3.2	winter	2007
Deltora Quest	3.1	winter	2007
Reideen	3	winter	2007
Venus Versus Virus	2.9	winter	2007
Himawari Too!!	2.9	winter	2007
Shattered Angels	2.8	winter	2007
Saint October	2.6	winter	2007
Getsumen To Heiki Mina	2.4	winter	2007
Master of Epic: The Animation Age	2.3	winter	2007
Juusoukikou Dancougar Nova	2.3	winter	2007
Dinosaur King	2	winter	2007
Dennou Senshi Dokan-kun	1.5	winter	2007
Code Geass: Lelouch of the Rebellion R2	4.6	spring	2008
xxxHOLiC Kei	4.4	spring	2008
Soul Eater	4.3	spring	2008
Kaiba	4.2	spring	2008
Junjou Romantica	4.2	spring	2008
Kyo Kara Maoh! 3rd Series	4.2	spring	2008
Special A	4	spring	2008
Chi's Sweet Home	4	spring	2008
ItaKiss	4	spring	2008
Daughter of Twenty Faces	4	spring	2008
Library War	3.9	spring	2008
Kurenai	3.9	spring	2008
Tower of Druaga: the Aegis of Uruk	3.8	spring	2008
Vampire Knight	3.7	spring	2008
Da Capo II Second Season	3.7	spring	2008
Allison and Lillia	3.7	spring	2008
To Love Ru	3.7	spring	2008
Nabari no Ou	3.7	spring	2008
Our Home's Fox Deity	3.6	spring	2008
Psychic Squad	3.6	spring	2008
The Diary of a Crazed Family	3.6	spring	2008
Golgo 13	3.6	spring	2008
Himitsu: The Revelation	3.4	spring	2008
Yu-Gi-Oh! 5D's	3.4	spring	2008
Kamen no Maid Guy	3.4	spring	2008
Monochrome Factor	3.4	spring	2008
Amatsuki	3.4	spring	2008
Real Drive	3.3	spring	2008
Neo Angelique Abyss	3.3	spring	2008
Fireball	3.3	spring	2008
Kanokon	3.2	spring	2008
Blassreiter	3.1	spring	2008
Telepathy Shoujo Ran	3	spring	2008
Sugar Bunnies Chocolate!	3	spring	2008
Onegai My Melody Kirara	3	spring	2008
Natsume's Book of Friends	4.4	summer	2008
Hidamari Sketch x 365	4.1	summer	2008
"The Familiar of Zero: ""Rondo"" of Princesses"	4.1	summer	2008
Birdy the Mighty: Decode	4	summer	2008
Slayers Revolution	3.9	summer	2008
Nogizaka Haruka no Himitsu	3.9	summer	2008
Sekirei	3.8	summer	2008
Someday's Dreamers II Sora	3.6	summer	2008
Neo Angelique Abyss: Second Age	3.5	summer	2008
Ryoko's Case File	3.5	summer	2008
Sands of Destruction	3.5	summer	2008
Antique Bakery	3.5	summer	2008
Strike Witches TV	3.5	summer	2008
Ikkitousen: Great Guardians	3.4	summer	2008
Blade of the Immortal	3.4	summer	2008
Koihime Musou	3.2	summer	2008
Mission-E	2.8	summer	2008
Mach Girl	2.3	summer	2008
Scarecrowman	2.3	summer	2008
Ultraviolet: Code 044	2.1	summer	2008
Akiba-chan	1.9	summer	2008
Clannad After Story	4.6	fall	2008
Toradora!	4.4	fall	2008
One Outs	4.4	fall	2008
Skip Beat!	4.4	fall	2008
Mobile Suit Gundam 00 Second Season	4.4	fall	2008
Nodame Cantabile: Paris	4.4	fall	2008
Junjou Romantica 2	4.3	fall	2008
Black Butler	4.2	fall	2008
ef - a tale of melodies	4.2	fall	2008
A Certain Magical Index	4.1	fall	2008
Michiko & Hatchin	4.1	fall	2008
Hell Girl: Three Vessels	4	fall	2008
Tentai Senshi Sunred	4	fall	2008
Ga-Rei-Zero	4	fall	2008
Shugo Chara!! Doki	3.9	fall	2008
Vampire Knight Guilty	3.9	fall	2008
Kannagi	3.9	fall	2008
Corpse Princess: Aka	3.8	fall	2008
Tales of the Abyss	3.8	fall	2008
Rosario + Vampire Capu2	3.8	fall	2008
Inazuma Eleven	3.8	fall	2008
Earl and Fairy	3.7	fall	2008
Hyakko	3.7	fall	2008
Casshern Sins	3.7	fall	2008
Legends of the Dark King: A Fist of the North Star Story	3.6	fall	2008
Mouryou no Hako	3.6	fall	2008
Kyou no 5 no 2 TV	3.5	fall	2008
Kurozuka	3.4	fall	2008
Yozakura Quartet	3.4	fall	2008
Tytania	3.4	fall	2008
Magician's Academy	3.3	fall	2008
Linebarrels of Iron	3.3	fall	2008
Akane-Iro ni Somaru Saka	3.3	fall	2008
Chaos;HEAd	3.3	fall	2008
Kemeko Deluxe!	3	fall	2008
Major Season 4	4.4	winter	2008
Aria the Origination	4.4	winter	2008
Spice and Wolf	4.4	winter	2008
Zoku Sayonara Zetsubou Sensei	4.2	winter	2008
Shigofumi	4	winter	2008
Minami-ke Okawari	3.9	winter	2008
True Tears	3.9	winter	2008
Kimi ga Aruji de Shitsuji ga Ore de	3.8	winter	2008
Gunslinger Girl: Il Teatrino	3.7	winter	2008
Rosario + Vampire	3.7	winter	2008
Porphy no Nagai Tabi	3.6	winter	2008
H2O: Footprints in the Sand	3.6	winter	2008
Hatenkou Yuugi	3.6	winter	2008
Wellber no Monogatari: Sisters of Wellber Zwei	3.5	winter	2008
Yes! Pretty Cure 5 GoGo!	3.5	winter	2008
Hakaba Kitarou	3.3	winter	2008
Persona: Trinity Soul	3.1	winter	2008
Ayakashi	3	winter	2008
Noramimi	2.6	winter	2008
Moegaku 5	1.5	winter	2008
Fullmetal Alchemist: Brotherhood	4.7	spring	2009
Cross Game	4.4	spring	2009
Eden of the East	4.3	spring	2009
Phantom: Requiem for the Phantom	4.2	spring	2009
Hayate the Combat Butler!!	4.2	spring	2009
K-On!	4.2	spring	2009
Pandora Hearts	4.1	spring	2009
Dragon Ball Z Kai	4.1	spring	2009
Valkyria Chronicles	4	spring	2009
Hanasakeru Seishounen	4	spring	2009
The Melancholy of Haruhi Suzumiya (2009)	3.9	spring	2009
Hatsukoi Limited	3.8	spring	2009
Sengoku Basara: Samurai Kings	3.8	spring	2009
Saki	3.8	spring	2009
Mazinger Edition Z: The Impact!	3.8	spring	2009
Ristorante Paradiso	3.7	spring	2009
07-Ghost	3.7	spring	2009
Polyphonica: Crimson S	3.6	spring	2009
Before Green Gables	3.6	spring	2009
Basquash!	3.6	spring	2009
Tears to Tiara	3.6	spring	2009
Asura Cryin'	3.5	spring	2009
Mainichi Kaasan	3.5	spring	2009
Souten Kouro	3.5	spring	2009
Guin Saga	3.5	spring	2009
